노선명,size,min,max,mean
서대문12,114,0.0,1.3766967978339337,0.7204916398535458
서대문14,119,0.0,1.9280782905229203,0.9701586206234286
서대문15,136,0.0,2.109142094873138,1.0136545129028445
서초01,20,0.0,1.59734251370973,1.0061621826301903
서초02,153,0.0,3.6569463155868074,1.4298399023616974
서초03,195,0.0,3.914054220146256,1.5538021657393544
서초05,21,0.0,1.3560346407206636,0.7054697984133267
서초06,41,0.0,2.645271132465362,1.3456763518119446
서초07,125,0.0,2.05002717911313,1.0446424372102687
서초08,125,0.0,4.194464187197487,1.7551783667607816
서초09,330,0.0,9.293524119705348,3.1117968702023213
서초10,246,0.0,5.1319796457336855,1.7538805757166829
